timestamp,unit_id,temp,pressure,airflow,vibration,power
2026-01-01 00:00:00,HVAC_1,,1.1930867849414408,323.23844269050346,0.027615149282040126,4.953169325055333
2026-01-01 00:05:00,HVAC_1,21.929758912915247,1.2789606407753695,323.83717364576455,0.01765262807032524,5.108512008717193
2026-01-01 00:10:00,HVAC_1,22.07258868146981,1.1043359877671102,311.37541083743486,0.017188562353795137,4.797433775933115
2026-01-01 00:15:00,HVAC_1,22.09427419977858,1.2732824384460777,,0.02033764102343962,4.715050362757308
2026-01-01 00:20:00,HVAC_1,21.65470192677331,1.2187849009172835,316.99680655040595,0.018541531251033617,4.87965867755412
2026-01-01 00:25:00,HVAC_1,22.555683455352682,1.2411272456051594,313.89578175014486,0.021044317975023777,4.6080659752240445
2026-01-01 00:30:00,HVAC_1,22.221539973998624,1.2085684140594986,319.4217585880588,0.018494481522053557,4.704295601926514
2026-01-01 00:35:00,HVAC_1,,1.2171809144784231,311.1847992231863,0.021620419846973975,4.922983543916737
2026-01-01 00:40:00,HVAC_1,21.796923399908213,1.2305838144420433,325.15499761247975,0.024656400595580993,4.8321564953554725
2026-01-01 00:45:00,HVAC_1,21.907236287244636,1.1760412881077356,319.0717051166809,0.014468325129969858,4.760758675183866
2026-01-01 00:50:00,HVAC_1,21.9783969635259,1.2501766448946012,321.80818012523815,0.016774401226974378,5.072279121101682
2026-01-01 00:55:00,HVAC_1,22.46141096993979,1.0690127447955127,324.1095125218761,0.020435235341190856,4.9401985299068265
2026-01-01 01:00:00,HVAC_1,21.934098433648746,1.2178556285755873,327.3894702237076,0.017408648908631762,4.838301279421362
2026-01-01 01:05:00,HVAC_1,21.849472886924637,1.2457701058851036,321.64375554829843,0.017351198981164807,5.102653486622671
2026-01-01 01:10:00,HVAC_1,,1.1836168926701116,318.03945923433923,0.012682425259339408,5.0592240554129155
2026-01-01 01:15:00,HVAC_1,22.078316581653965,1.1292314628974793,317.8967733861732,0.018286427417366153,4.839544546155676
2026-01-01 01:20:00,HVAC_1,22.565855770363157,1.2087288906415918,,0.019627770421169165,4.616245756940192
2026-01-01 01:25:00,HVAC_1,21.992045837365236,1.2030115104970514,332.3162105624264,0.019038195176094386,5.0603094684667225
2026-01-01 01:30:00,HVAC_1,22.342846844354508,1.2375966516343386,323.95515973521526,0.015453062726026305,5.2805588621872195
2026-01-01 01:35:00,HVAC_1,21.579444681162315,1.1504731837434656,,0.020498256825438207,4.89930486917676
2026-01-01 01:40:00,HVAC_1,21.53480097068016,1.2034281487403014,314.6884814313695,0.022367962153175908,4.816115153153239
